Employee_ID,Age,Gender,Education,Experience_Years,Department,Job_Level,Performance_Rating,Certifications,Overtime_Hours,Remote_Work,City,Company_Tenure,Projects_Completed,Skill_Score,Annual_Salary_LPA
EMP12828,46,Female,Diploma,12,Sales,Mid,4,5,54,Yes,Hyderabad,6,25,100,50.7
EMP12829,52,Male,Bachelor,18,Marketing,Senior,3,3,38,Yes,Delhi,4,16,50,49.44
EMP12830,55,Male,PhD,21,IT,Senior,1,0,7,Yes,Mumbai,0,8,90,63.53
EMP12831,27,Female,Master,4,Operations,Junior,4,0,38,No,Delhi,0,19,79,38.7
EMP12832,46,Female,Bachelor,8,Operations,Mid,1,9,1,Yes,Hyderabad,8,29,75,45.44
EMP12833,58,Female,Diploma,18,HR,Senior,3,10,45,Yes,Mumbai,12,23,54,52.67
EMP12834,49,Male,Bachelor,21,Marketing,Senior,2,6,6,Yes,Mumbai,0,11,67,57.73
EMP12835,40,Male,Master,11,Operations,Mid,4,5,46,No,Chennai,10,19,59,44.96
EMP12836,46,Female,Diploma,18,Sales,Senior,3,9,36,Yes,Delhi,6,28,62,57.32
EMP12837,,Female,Bachelor,4,HR,Junior,2,8,18,Yes,Chennai,4,14,55,23.67
EMP12838,45,Female,Bachelor,6,Marketing,Junior,1,9,54,No,Chennai,1,17,71,31.11
EMP12839,34,Male,Master,7,IT,Junior,1,8,45,Yes,Mumbai,6,21,66,43.71
EMP12840,,Female,Bachelor,23,IT,Senior,2,10,31,No,Delhi,10,6,62,63.2
EMP12841,31,Female,Bachelor,3,IT,Junior,1,6,31,No,Chennai,3,24,50,32.71
EMP12842,53,Male,Master,17,Marketing,Senior,5,7,32,No,Mumbai,5,23,69,64.18
EMP12843,34,Female,Master,1,Sales,Junior,5,5,16,Yes,Mumbai,1,21,92,41.61
EMP12844,56,Female,Diploma,13,Marketing,Mid,4,3,33,Yes,Delhi,6,24,66,42.5
EMP12845,39,Female,PhD,12,HR,Mid,5,8,25,Yes,Mumbai,1,5,88,53.34
EMP12846,43,Male,Master,8,Sales,Mid,2,0,30,No,Chennai,0,15,88,43.94
EMP12847,25,Female,PhD,1,IT,Junior,3,0,32,Yes,Mumbai,1,30,65,40.68
EMP12848,37,Male,PhD,9,Operations,Mid,3,4,48,Yes,Hyderabad,2,17,63,56.56
EMP12849,40,Male,Master,16,HR,Senior,2,5,1,Yes,Mumbai,14,26,69,58.94
EMP12850,24,Female,Bachelor,3,IT,Junior,1,7,32,No,Mumbai,3,15,78,34.5
EMP12851,41,Male,Bachelor,2,Marketing,Junior,4,10,40,Yes,Mumbai,2,23,53,30.31
EMP12852,25,Female,PhD,0,IT,Junior,3,2,16,No,Mumbai,0,9,55,30.53
EMP12853,,Male,Diploma,7,Sales,Junior,4,6,45,Yes,Chennai,2,21,67,28.41
EMP12854,42,Female,Master,12,Marketing,Mid,1,7,33,Yes,Delhi,5,23,78,48.16
EMP12855,25,Female,PhD,4,Operations,Junior,3,6,1,No,Hyderabad,2,16,92,46.14
EMP12856,24,Male,Diploma,0,Sales,Junior,1,9,9,No,Mumbai,0,14,,23.15
EMP12857,36,Female,Bachelor,1,HR,Junior,5,7,30,No,Chennai,1,13,71,25.94
EMP12858,39,Male,PhD,7,Operations,Junior,3,1,56,Yes,Chennai,6,15,67,40.67
EMP12859,48,Female,Master,12,Marketing,Mid,3,2,36,Yes,Chennai,7,30,92,50.72
EMP12860,37,Female,Master,8,Operations,Mid,3,10,52,Yes,Chennai,8,1,64,40.53
EMP12861,43,Male,Master,17,Operations,Senior,3,3,25,No,Chennai,9,21,60,52.36
EMP12862,37,Male,Master,11,IT,Mid,3,7,55,Yes,Chennai,11,12,82,49.16
EMP12863,59,Female,Diploma,21,HR,Senior,2,7,3,No,Delhi,8,28,65,57.01
EMP12864,43,Male,PhD,16,Operations,Senior,5,3,17,No,Mumbai,8,8,51,58.21
EMP12865,40,Female,PhD,10,Operations,Mid,3,2,51,Yes,Hyderabad,8,2,59,46.19
EMP12866,53,Female,Bachelor,18,Sales,Senior,5,6,44,Yes,Chennai,1,18,95,63.11
EMP12867,49,Female,Bachelor,17,Operations,Senior,4,1,7,Yes,Hyderabad,11,15,85,62.85
EMP12868,28,Female,PhD,0,HR,Junior,4,2,4,No,Mumbai,0,7,74,34.73
EMP12869,22,Female,Diploma,0,IT,Junior,2,1,36,No,Mumbai,0,13,77,30.26
EMP12870,46,Male,Diploma,8,IT,Mid,5,8,33,Yes,Mumbai,8,16,75,47.59
EMP12871,57,Female,Bachelor,19,Marketing,Senior,2,2,16,Yes,Chennai,15,13,91,51.75
EMP12872,26,Male,Bachelor,0,Operations,Junior,3,8,42,No,Mumbai,0,15,89,32.85
EMP12873,41,Male,Bachelor,16,IT,Senior,2,9,32,Yes,Chennai,1,1,100,56.22
EMP12874,42,Male,Diploma,15,Sales,Mid,3,2,18,No,Mumbai,15,27,98,55.69
EMP12875,25,Male,PhD,3,IT,Junior,5,1,52,No,Delhi,3,3,78,41.12
EMP12876,51,Male,Bachelor,19,Marketing,Senior,4,10,38,No,Hyderabad,6,27,57,56.42
EMP12877,33,Female,Diploma,5,HR,Junior,2,6,56,No,Mumbai,5,6,72,22.74
EMP12878,32,Female,Master,10,Operations,Mid,1,0,6,Yes,Hyderabad,5,11,69,38.89
EMP12879,59,Male,Bachelor,23,Marketing,Senior,3,9,48,Yes,Hyderabad,14,16,52,53.79
EMP12880,29,Female,PhD,6,HR,Junior,3,8,12,No,Hyderabad,5,2,54,33.51
EMP12881,33,Female,Bachelor,6,Sales,Junior,4,7,39,No,Hyderabad,6,14,82,40.23
EMP12882,53,Male,PhD,22,Marketing,Senior,1,0,42,Yes,Mumbai,12,30,62,63.53
EMP12883,45,Male,PhD,7,IT,Junior,1,4,8,Yes,Hyderabad,7,5,89,52.33
EMP12884,34,Male,Master,13,HR,Mid,3,0,27,No,Mumbai,13,18,60,45.97
EMP12885,27,Male,Master,,Operations,Junior,2,0,13,Yes,Delhi,0,24,87,33.51
EMP12886,21,Male,Bachelor,0,IT,Junior,3,9,22,No,Delhi,0,16,77,37.74
EMP12887,23,Female,Diploma,2,Operations,Junior,3,0,0,Yes,Delhi,2,22,94,30.45
EMP12888,33,Female,Master,5,HR,Junior,1,4,13,Yes,Delhi,5,14,50,30.86
EMP12889,27,Male,Master,6,Marketing,Junior,1,5,17,Yes,Chennai,6,20,90,40.48
EMP12890,60,Female,Bachelor,26,Marketing,Lead,1,9,55,No,Mumbai,2,8,74,66.54
EMP12891,44,Male,Diploma,0,IT,Junior,5,4,34,Yes,Chennai,0,26,75,35.04
EMP12892,21,Male,Master,0,Sales,Junior,1,1,21,Yes,Hyderabad,0,24,76,30.42
EMP12893,33,Male,Diploma,7,Marketing,Junior,3,9,31,Yes,Delhi,6,5,53,24.47
EMP12894,42,Male,PhD,14,Sales,Mid,2,10,50,No,Mumbai,0,12,64,54.5
EMP12895,56,Female,Bachelor,23,Marketing,Senior,5,8,41,No,Hyderabad,0,28,69,67.39
EMP12896,27,Female,Bachelor,6,Sales,Junior,4,9,46,No,Hyderabad,6,6,95,37.32
EMP12897,57,Male,Master,21,Operations,Senior,2,5,12,Yes,Chennai,3,21,50,57.37
EMP12898,46,Female,Bachelor,15,Operations,Mid,4,7,43,No,Chennai,0,20,93,55.54
EMP12899,23,Male,Bachelor,2,Operations,Junior,3,3,38,Yes,Hyderabad,2,5,87,37.48
EMP12900,55,Male,Bachelor,29,IT,Lead,3,7,32,Yes,Chennai,6,20,95,80.19
EMP12901,,Female,Master,0,HR,Junior,2,0,23,Yes,Chennai,0,19,91,33.16
EMP12902,50,Female,Master,15,IT,Mid,5,1,51,No,Delhi,6,9,51,47.35
EMP12903,25,Male,Bachelor,0,Sales,Junior,5,1,15,No,Hyderabad,0,3,81,28.21
EMP12904,27,Male,Diploma,6,Operations,Junior,2,10,12,No,Hyderabad,6,17,56,26.52
EMP12905,41,Female,Bachelor,7,Sales,Junior,2,9,24,Yes,Mumbai,4,11,73,36.18
EMP12906,57,Male,Master,24,IT,Lead,5,7,3,No,Mumbai,2,30,53,81.07
EMP12907,27,Male,Bachelor,0,IT,Junior,4,6,7,No,Hyderabad,0,4,69,28.02
EMP12908,29,Female,Diploma,2,Operations,Junior,4,1,8,No,Delhi,2,13,100,34.42
EMP12909,24,Male,Diploma,3,IT,Junior,1,1,4,Yes,Chennai,3,23,63,21.41
EMP12910,45,Male,Bachelor,13,Operations,Mid,3,5,40,Yes,Chennai,12,21,79,42.75
EMP12911,27,Male,PhD,0,IT,Junior,3,3,19,No,Hyderabad,0,13,60,39.9
EMP12912,24,Female,Bachelor,3,Sales,Junior,3,3,32,Yes,Delhi,0,11,96,35.05
EMP12913,35,Male,Bachelor,12,Operations,Mid,4,2,21,No,Mumbai,12,16,61,43.31
EMP12914,28,Female,Diploma,2,Operations,Junior,1,5,37,Yes,Hyderabad,2,30,72,36.16
EMP12915,26,Female,Bachelor,2,Marketing,Junior,5,4,37,No,Mumbai,2,23,100,41.31
EMP12916,29,Female,Bachelor,4,Operations,Junior,2,1,30,No,Mumbai,4,5,85,26.11
EMP12917,24,Female,Diploma,0,Marketing,Junior,2,0,57,No,Delhi,0,20,54,19.36
EMP12918,36,Female,Master,13,IT,Mid,3,2,2,Yes,Delhi,9,21,71,53.01
EMP12919,45,Male,Bachelor,18,IT,Senior,2,5,14,Yes,Delhi,1,7,53,49.09
EMP12920,28,Male,Bachelor,7,HR,Junior,2,1,18,No,Chennai,7,10,69,25.06
EMP12921,22,Female,Diploma,1,IT,Junior,3,5,42,Yes,Chennai,1,24,58,29.37
EMP12922,40,Female,Master,10,Sales,Mid,5,7,25,No,Chennai,10,20,87,54.67
EMP12923,40,Female,PhD,8,Operations,Mid,1,1,13,No,Chennai,8,1,78,37.85
EMP12924,49,Male,Bachelor,16,IT,Senior,4,3,13,No,Chennai,13,17,51,52.15
EMP12925,43,Female,PhD,22,IT,Senior,2,2,2,No,Mumbai,3,3,59,65.88
EMP12926,44,Male,PhD,12,HR,Mid,5,3,15,Yes,Delhi,4,7,98,51.13
EMP12927,25,Female,Diploma,0,Marketing,Junior,4,6,47,No,Delhi,0,10,93,26.67
EMP12928,28,Male,Bachelor,4,Marketing,Junior,5,8,51,No,Mumbai,4,29,54,40.68
EMP12929,24,Female,Bachelor,3,Marketing,Junior,2,7,7,No,Mumbai,3,21,73,32.64
EMP12930,32,Male,Bachelor,5,Sales,Junior,3,5,51,No,Chennai,5,23,74,35.01
EMP12931,22,Female,Master,0,IT,Junior,5,10,1,No,Hyderabad,0,21,94,48.96
EMP12932,38,Female,Bachelor,9,Sales,Mid,1,0,9,Yes,Chennai,9,27,66,36.64
EMP12933,34,Female,PhD,0,Marketing,Junior,4,6,27,Yes,Delhi,0,10,69,35.56
EMP12934,25,Female,Master,4,Sales,Junior,4,1,33,No,Chennai,4,24,81,34.65
EMP12935,47,Male,Master,12,HR,Mid,4,8,47,Yes,Delhi,9,12,94,52.08
EMP12936,54,Male,PhD,13,Sales,Mid,1,5,26,No,Hyderabad,13,11,68,51.27
EMP12937,49,Male,Master,14,Marketing,Mid,5,7,40,Yes,Hyderabad,0,24,79,52.68
EMP12938,44,Male,Bachelor,9,Sales,Mid,3,3,1,Yes,Mumbai,0,3,81,41.38
EMP12939,,Female,Bachelor,22,HR,Senior,5,2,6,No,Delhi,5,19,90,64.54
EMP12940,42,Female,Master,9,Sales,Mid,2,5,54,No,Hyderabad,3,16,80,47.21
EMP12941,46,Female,Bachelor,,HR,Mid,3,2,48,Yes,Delhi,8,7,78,45.02
EMP12942,24,Female,Bachelor,3,HR,Junior,3,1,0,No,Hyderabad,3,10,86,20.57
EMP12943,24,Female,Master,0,HR,Junior,1,4,32,No,Mumbai,0,14,53,27.28
EMP12944,24,Female,Bachelor,2,Operations,Junior,5,3,10,Yes,Mumbai,2,24,86,35.83
EMP12945,21,Female,Diploma,0,IT,Junior,4,5,2,No,Hyderabad,0,29,86,30.48
EMP12946,43,Male,Bachelor,12,IT,Mid,2,3,25,Yes,Mumbai,8,19,66,52.03
EMP12947,57,Female,Bachelor,24,HR,Lead,4,7,25,Yes,Hyderabad,1,10,53,71.22
EMP12948,50,Male,Diploma,20,Marketing,Senior,3,1,38,Yes,Hyderabad,12,16,87,58.13
EMP12949,43,Male,Bachelor,21,HR,Senior,2,1,60,Yes,Delhi,8,22,100,59.73
EMP12950,23,Female,Bachelor,0,HR,Junior,3,3,5,No,Hyderabad,0,30,79,33.35
EMP12951,59,Female,Diploma,28,HR,Lead,3,8,36,No,Delhi,6,24,75,69.71
EMP12952,46,Male,Bachelor,12,IT,Mid,4,10,55,Yes,Delhi,12,7,82,49.92
EMP12953,32,Female,Diploma,9,HR,Mid,5,2,60,Yes,Mumbai,6,17,64,41.59
EMP12954,42,Male,Master,6,Sales,Junior,1,4,18,No,Chennai,0,13,91,41.08
EMP12955,47,Male,Bachelor,13,Marketing,Mid,1,4,54,No,Hyderabad,3,30,95,45.85
EMP12956,29,Female,Bachelor,1,IT,Junior,4,9,15,No,Chennai,1,22,87,46.14
EMP12957,45,Male,Bachelor,15,Operations,Mid,5,0,19,No,Hyderabad,15,22,,47.95
EMP12958,26,Female,Diploma,5,HR,Junior,5,0,48,No,Chennai,5,7,81,31.86
EMP12959,23,Male,Bachelor,0,Marketing,Junior,3,0,13,Yes,Hyderabad,0,14,99,32.67
EMP12960,38,Female,Diploma,6,IT,Junior,3,6,0,Yes,Chennai,6,18,98,37.52
EMP12961,46,Female,Master,6,IT,Junior,2,2,55,Yes,Chennai,5,22,75,34.68
EMP12962,28,Male,PhD,7,Operations,Junior,2,5,38,Yes,Chennai,5,22,79,48.97
EMP12963,29,Male,Master,5,IT,Junior,2,2,56,No,Hyderabad,4,30,72,44.89
EMP12964,51,Female,Bachelor,17,Sales,Senior,4,1,31,No,Mumbai,12,12,93,57.22
EMP12965,21,Female,Bachelor,0,HR,Junior,4,9,35,Yes,Chennai,0,8,92,29.73
EMP12966,46,Female,Master,14,Marketing,Mid,1,5,53,Yes,Delhi,5,28,74,50.73
EMP12967,44,Male,PhD,14,Marketing,Mid,4,5,15,No,Delhi,1,1,53,50.39
EMP12968,47,Male,Bachelor,19,HR,Senior,1,4,30,No,Delhi,0,20,59,50.81
EMP12969,28,Female,PhD,0,HR,Junior,2,7,18,Yes,Mumbai,0,27,61,31.59
EMP12970,53,Female,PhD,19,HR,Senior,5,4,55,Yes,Mumbai,10,9,60,62.09
EMP12971,57,Female,Bachelor,21,Operations,Senior,5,3,9,Yes,Hyderabad,9,1,93,61.4
EMP12972,27,Male,Master,6,Operations,Junior,4,1,42,Yes,Hyderabad,0,19,82,36.81
EMP12973,34,Female,PhD,0,Sales,Junior,2,6,46,Yes,Mumbai,0,15,59,35.65
EMP12974,59,Female,Bachelor,21,HR,Senior,3,2,24,Yes,Hyderabad,15,8,58,52.25
EMP12975,36,Male,PhD,11,HR,Mid,2,5,3,No,Hyderabad,3,13,89,53.2
EMP12976,26,Female,Bachelor,0,Sales,Junior,4,5,52,No,Delhi,0,14,50,25.13
EMP12977,58,Female,Bachelor,23,HR,Senior,4,6,52,No,Chennai,0,24,71,62.26
EMP12978,51,Male,Master,26,HR,Lead,1,10,5,Yes,Delhi,2,7,58,68.87
EMP12979,46,Male,Bachelor,14,Operations,Mid,3,5,55,No,Delhi,1,25,,46.33
EMP12980,50,Male,Diploma,15,Operations,Mid,4,10,55,No,Chennai,11,12,89,47.47
EMP12981,46,Female,Master,17,Operations,Senior,1,2,8,No,Delhi,6,13,67,53.82
EMP12982,36,Female,Diploma,3,Sales,Junior,4,10,0,Yes,Chennai,3,7,93,31.74
EMP12983,33,Female,Bachelor,10,HR,Mid,1,7,29,Yes,Mumbai,10,25,67,40.7
EMP12984,29,Male,Master,7,Operations,Junior,1,9,53,Yes,Mumbai,7,7,82,39.35
EMP12985,34,Male,Master,13,Sales,Mid,1,7,20,Yes,Hyderabad,3,2,92,46.21
EMP12986,34,Female,Bachelor,6,Sales,Junior,2,2,30,Yes,Mumbai,3,1,69,26.8
EMP12987,48,Female,Diploma,17,Operations,Senior,2,10,45,Yes,Chennai,9,8,54,40.68
EMP12988,33,Female,Diploma,6,HR,Junior,3,4,28,Yes,Mumbai,2,23,72,31.88
EMP12989,27,Male,Bachelor,0,Operations,Junior,4,6,34,Yes,Hyderabad,0,23,93,33.57
EMP12990,56,Male,Master,24,Marketing,Lead,1,2,59,Yes,Delhi,9,12,79,67.64
EMP12991,,Female,Bachelor,7,Marketing,Junior,3,4,38,No,Delhi,6,4,69,32.07
EMP12992,54,Female,PhD,20,IT,Senior,4,1,50,No,Delhi,7,14,79,72.68
EMP12993,21,Male,Master,0,HR,Junior,3,4,15,No,Chennai,0,15,93,27.28
EMP12994,52,Female,Diploma,25,IT,Lead,3,7,0,Yes,Delhi,13,20,98,76.91
EMP12995,54,Female,Master,17,Marketing,Senior,5,4,54,Yes,Chennai,0,22,93,58.59
EMP12996,30,Male,Bachelor,6,IT,Junior,1,4,5,No,Chennai,6,6,89,33.3
EMP12997,49,Male,Diploma,23,IT,Senior,3,8,24,Yes,Hyderabad,8,16,66,59.66
EMP12998,28,Male,Bachelor,0,Sales,Junior,4,5,20,Yes,Hyderabad,0,9,75,32.24
EMP12999,59,Female,Bachelor,26,Marketing,Lead,4,2,54,Yes,Hyderabad,12,16,71,70.36
EMP13000,29,Female,Bachelor,7,IT,Junior,3,10,48,Yes,Hyderabad,1,20,72,40.49
EMP13001,31,Male,Master,6,Marketing,Junior,5,8,11,No,Mumbai,6,4,63,41.04
EMP13002,40,Male,Diploma,13,Marketing,Mid,2,5,34,No,Chennai,11,20,87,41.74
EMP13003,44,Female,Bachelor,19,Marketing,Senior,5,6,45,Yes,Chennai,4,5,71,47.96
EMP13004,53,Female,Bachelor,27,HR,Lead,4,1,4,No,Hyderabad,14,26,57,64.23
EMP13005,33,Female,Master,4,Operations,Junior,5,4,59,No,Mumbai,4,26,53,39.33
EMP13006,55,Female,Master,19,Operations,Senior,4,3,50,No,Hyderabad,1,20,86,66.92
EMP13007,38,Female,Diploma,5,IT,Junior,1,7,37,No,Delhi,5,23,99,38.33
EMP13008,25,Female,PhD,0,HR,Junior,3,4,19,No,Mumbai,0,19,75,37.64
EMP13009,44,Female,Bachelor,13,Marketing,Mid,4,4,2,No,Delhi,9,1,99,46.23
EMP13010,37,Female,Master,7,Operations,Junior,4,6,24,No,Hyderabad,7,2,78,37.67
EMP13011,21,Female,Bachelor,0,HR,Junior,5,0,25,Yes,Hyderabad,0,25,56,30.73
EMP13012,47,Male,Master,13,Operations,Mid,1,5,46,Yes,Mumbai,1,9,57,40.44
EMP13013,58,Male,Bachelor,24,Sales,Lead,2,5,5,Yes,Delhi,6,20,51,64.65
EMP13014,26,Male,Master,5,Sales,Junior,3,7,16,No,Mumbai,5,6,89,35.93
EMP13015,53,Female,Master,12,Sales,Mid,2,9,1,No,Chennai,8,20,81,46.05
EMP13016,39,Male,PhD,7,HR,Junior,3,2,52,No,Chennai,7,8,62,36.06
EMP13017,57,Male,Master,19,Sales,Senior,1,3,45,Yes,Mumbai,9,18,62,57.62
EMP13018,48,Female,PhD,15,IT,Mid,1,6,42,Yes,Hyderabad,8,22,97,60.2
EMP13019,57,Female,Master,22,HR,Senior,2,4,59,Yes,Hyderabad,3,16,93,61.73
EMP13020,35,Male,Bachelor,8,Marketing,Mid,1,7,7,Yes,Chennai,4,27,56,37.13
EMP13021,,Male,Master,18,IT,Senior,2,3,4,Yes,Mumbai,12,15,90,66.8
EMP13022,36,Female,Diploma,8,HR,Mid,5,8,15,No,Chennai,8,19,93,38.92
EMP13023,41,Male,Diploma,12,Operations,Mid,2,5,27,Yes,Hyderabad,9,9,92,40.35
EMP13024,49,Female,Bachelor,19,IT,Senior,2,8,25,Yes,Mumbai,7,19,86,68.83
EMP13025,37,Female,Master,6,Sales,Junior,5,2,3,No,Delhi,6,3,80,39.1
EMP13026,59,Male,Master,15,Marketing,Mid,1,10,12,Yes,Hyderabad,11,25,80,51.36
EMP13027,26,Male,Diploma,0,HR,Junior,1,6,54,No,Chennai,0,8,64,16.63
EMP13028,41,Female,Master,7,Marketing,Junior,2,4,34,Yes,Mumbai,1,28,61,39.45
EMP13029,44,Male,Bachelor,17,IT,Senior,5,5,46,No,Hyderabad,10,24,61,60.32
EMP13030,40,Female,Bachelor,7,IT,Junior,5,4,31,No,Delhi,4,1,78,43.67
EMP13031,29,Male,Bachelor,1,Sales,Junior,2,1,46,Yes,Delhi,1,15,71,20.36
EMP13032,34,Male,Bachelor,9,Marketing,Mid,2,0,44,Yes,Delhi,8,4,96,34.99
EMP13033,30,Female,Diploma,9,IT,Mid,5,7,11,Yes,Chennai,9,27,78,46.66
EMP13034,24,Male,Bachelor,3,IT,Junior,1,7,48,Yes,Mumbai,3,25,91,42.15
EMP13035,50,Female,Bachelor,12,HR,Mid,4,6,27,Yes,Mumbai,5,4,60,38.7
EMP13036,44,Female,Diploma,13,Sales,Mid,5,5,35,No,Mumbai,5,21,89,54.86
EMP13037,31,Female,Diploma,3,IT,Junior,5,5,54,No,Chennai,1,19,96,37.12
EMP13038,34,Male,Bachelor,9,Marketing,Mid,4,6,54,No,Hyderabad,6,25,78,42.87
EMP13039,40,Female,Master,12,Marketing,Mid,4,6,26,Yes,Hyderabad,11,29,92,48.55
EMP13040,47,Female,Diploma,24,Sales,Lead,3,0,25,Yes,Delhi,14,20,96,65.46
EMP13041,21,Female,Bachelor,0,HR,Junior,3,9,8,No,Hyderabad,0,14,82,29.2
EMP13042,60,Male,PhD,31,Sales,Lead,4,9,22,No,Chennai,1,28,96,86.63
EMP13043,45,Male,Master,22,IT,Senior,2,8,45,No,Mumbai,5,17,73,67.82
EMP13044,42,Male,Bachelor,14,HR,Mid,1,10,40,Yes,Mumbai,5,1,90,39.85
EMP13045,35,Female,Diploma,10,HR,Mid,5,0,11,No,Chennai,9,9,94,38.23
EMP13046,27,Male,Bachelor,6,IT,Junior,3,8,29,Yes,Hyderabad,6,19,80,37.19
EMP13047,56,Male,Bachelor,20,Sales,Senior,5,3,46,Yes,Chennai,10,8,90,57.83
EMP13048,35,Female,Master,4,Sales,Junior,3,10,41,Yes,Mumbai,4,5,58,36.02
EMP13049,57,Female,PhD,23,Marketing,Senior,1,1,35,Yes,Delhi,2,16,92,69.13
EMP13050,39,Male,Diploma,,IT,Junior,5,6,15,No,Delhi,3,14,51,35.64
EMP13051,41,Female,Diploma,20,Sales,Senior,5,6,40,Yes,Delhi,3,20,91,60.6
EMP13052,44,Female,Bachelor,21,Sales,Senior,5,7,23,Yes,Delhi,6,9,93,62.46
EMP13053,40,Male,Master,5,Marketing,Junior,2,0,43,No,Hyderabad,5,27,55,31.23
EMP13054,50,Female,Bachelor,21,Sales,Senior,5,7,11,Yes,Delhi,10,11,52,54.99
EMP13055,50,Female,Master,14,IT,Mid,3,7,48,No,Delhi,14,1,78,51.88
EMP13056,48,Male,Bachelor,16,Operations,Senior,5,4,7,No,Mumbai,6,25,73,61.8
EMP13057,59,Female,Master,23,IT,Senior,3,5,37,No,Mumbai,11,18,60,66.74
EMP13058,47,Female,Master,13,Marketing,Mid,5,10,7,Yes,Mumbai,11,13,86,54.4
EMP13059,28,Male,Bachelor,0,Operations,Junior,1,0,10,No,Hyderabad,0,12,54,25.87
EMP13060,45,Female,Master,11,HR,Mid,5,1,21,No,Chennai,11,7,95,49.74
EMP13061,51,Male,Bachelor,17,Operations,Senior,3,9,55,No,Chennai,8,19,,60.01
EMP13062,28,Male,Bachelor,2,Marketing,Junior,5,8,5,No,Mumbai,2,4,96,32.85
EMP13063,27,Female,Bachelor,0,Marketing,Junior,3,3,10,Yes,Mumbai,0,3,90,25.33
EMP13064,52,Female,PhD,17,Operations,Senior,5,6,15,Yes,Delhi,7,24,82,70.34
EMP13065,32,Female,Bachelor,10,Sales,Mid,2,0,53,Yes,Hyderabad,4,6,53,32.81
EMP13066,52,Female,Master,15,IT,Mid,5,8,6,No,Mumbai,13,29,66,54.77
EMP13067,42,Male,Master,14,HR,Mid,5,9,1,Yes,Hyderabad,0,23,100,60.55
EMP13068,52,Male,Bachelor,23,Marketing,Senior,1,1,34,No,Mumbai,7,28,90,62.73
EMP13069,35,Female,Master,10,IT,Mid,1,5,47,No,Mumbai,10,19,60,49.89
EMP13070,43,Male,Bachelor,14,Sales,Mid,5,1,14,Yes,Chennai,13,17,60,46.74
EMP13071,56,Female,Diploma,19,IT,Senior,3,4,25,Yes,Chennai,5,3,55,46.56
EMP13072,53,Female,PhD,16,Marketing,Senior,2,1,52,No,Hyderabad,4,9,50,52.97
EMP13073,42,Male,Diploma,12,Sales,Mid,2,6,9,Yes,Delhi,4,4,98,47.88
EMP13074,38,Male,PhD,10,IT,Mid,3,9,24,No,Hyderabad,10,1,87,56.99
EMP13075,58,Female,PhD,20,IT,Senior,3,9,28,No,Chennai,4,12,68,65.86
EMP13076,40,Female,Bachelor,6,Sales,Junior,2,10,6,Yes,Hyderabad,6,27,73,34.52
EMP13077,41,Female,Master,14,Operations,Mid,1,4,19,Yes,Hyderabad,8,10,76,45.72
EMP13078,31,Female,Diploma,9,Operations,Mid,3,2,45,Yes,Delhi,9,10,74,38.84
EMP13079,26,Male,Bachelor,1,Marketing,Junior,4,8,18,No,Hyderabad,1,3,65,34.09
EMP13080,35,Female,Master,8,Sales,Mid,5,3,31,No,Mumbai,8,16,58,47.99
EMP13081,28,Male,Bachelor,2,IT,Junior,2,5,48,Yes,Hyderabad,0,23,63,34.48
EMP13082,32,Female,Diploma,10,Operations,Mid,2,7,58,No,Hyderabad,4,2,78,38.83
EMP13083,51,Male,Master,8,Operations,Mid,1,10,3,No,Chennai,8,8,60,38.35
EMP13084,44,Male,Diploma,18,Marketing,Senior,2,1,0,No,Hyderabad,10,30,83,55.53
EMP13085,55,Female,PhD,22,Sales,Senior,2,6,60,Yes,Delhi,7,6,55,55.88
EMP13086,43,Male,PhD,10,Operations,Mid,5,9,45,No,Mumbai,2,17,57,55.38
EMP13087,52,Male,Bachelor,20,HR,Senior,5,3,18,Yes,Hyderabad,4,25,91,65.69
EMP13088,40,Female,Bachelor,10,IT,Mid,2,3,18,No,Delhi,10,23,56,43.12
EMP13089,57,Male,PhD,21,IT,Senior,2,2,18,Yes,Delhi,4,9,99,66.19
EMP13090,50,Female,Master,8,IT,Mid,2,1,24,No,Mumbai,6,8,58,42.09
EMP13091,51,Male,Diploma,18,IT,Senior,5,3,53,Yes,Hyderabad,0,30,81,60.9
EMP13092,55,Female,Diploma,13,Operations,Mid,5,6,59,Yes,Chennai,2,2,59,43.14
EMP13093,38,Female,Bachelor,9,Operations,Mid,3,10,39,Yes,Hyderabad,9,6,52,40.27
EMP13094,55,Female,Bachelor,27,Marketing,Lead,2,1,5,No,Delhi,14,16,82,62.68
EMP13095,55,Male,Master,17,Marketing,Senior,1,0,23,Yes,Delhi,8,10,51,46.82
EMP13096,29,Female,Bachelor,8,IT,Mid,2,1,24,Yes,Mumbai,4,11,80,36.79
EMP13097,47,Female,Diploma,23,HR,Senior,5,5,30,No,Chennai,9,8,87,58.76
EMP13098,26,Female,Bachelor,2,IT,Junior,5,4,51,Yes,Delhi,2,17,54,33.41
EMP13099,25,Male,Bachelor,0,IT,Junior,5,2,12,Yes,Mumbai,0,7,80,37.64
EMP13100,54,Female,Bachelor,15,Marketing,Mid,1,3,48,Yes,Hyderabad,2,2,59,38.19
EMP13101,50,Male,Diploma,15,HR,Mid,3,8,46,Yes,Hyderabad,5,22,72,42.31
EMP13102,46,Male,Bachelor,25,IT,Lead,3,10,17,No,Hyderabad,15,13,64,73.46
EMP13103,59,Female,Bachelor,25,HR,Lead,1,3,24,No,Mumbai,10,8,72,66.71
